,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
11593,11594,1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
1389,1390,0.7,Ideal,D,SI1,61.4,54.0,5.75,5.71,3.52,2822
3564,3565,0.67,Very Good,E,SI2,63.1,58.0,5.62,5.53,3.53,1244
9076,9077,1.12,Ideal,F,SI1,61.7,56.0,6.64,6.68,4.11,7812
5429,5430,0.27,Ideal,G,IF,61.6,57.0,4.18,4.21,2.58,566
26803,26804,0.43,Premium,G,VS1,61.8,59.0,4.83,4.88,3.0,943
16220,16221,1.21,Premium,F,VVS1,63.0,59.0,6.75,6.7,4.24,11175
24211,24212,0.81,Very Good,E,SI1,60.3,60.0,6.07,6.1,3.67,2797
22074,22075,0.46,Ideal,E,VS1,62.2,54.0,4.9,4.94,3.06,1393
14899,14900,0.91,Good,D,SI1,64.6,58.0,6.02,6.12,3.92,4265
24262,24263,0.3,Premium,E,SI1,61.3,60.0,4.28,4.24,2.61,675
15512,15513,0.91,Premium,H,SI1,62.2,60.0,6.22,6.16,3.85,3669
14561,14562,1.24,Premium,H,VS2,62.8,57.0,6.83,6.79,4.28,5305
1868,1869,1.14,Ideal,G,VS1,61.4,57.0,6.75,6.81,4.16,8346
8202,8203,0.3,Good,D,VS2,63.1,58.0,4.26,4.3,2.7,568
23870,23871,1.02,Good,F,SI1,64.3,58.0,6.28,6.32,4.05,4936
806,807,1.02,Very Good,E,VVS1,62.6,56.0,6.35,6.5,4.02,9498
4805,4806,0.32,Ideal,D,VS2,61.5,56.0,4.39,4.42,2.71,758
25382,25383,0.55,Ideal,H,SI1,62.4,57.0,5.23,5.28,3.28,1270
12260,12261,1.7,Premium,G,VS2,60.9,60.0,7.71,7.68,4.69,16123
25830,25831,0.9,Premium,E,SI1,62.9,58.0,6.16,6.11,3.86,4158
26912,26913,0.54,Premium,E,SI2,61.9,58.0,5.24,5.19,3.23,1250
10426,10427,0.6,Very Good,G,SI1,63.1,57.0,5.32,5.41,3.39,1565
9155,9156,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1574
23895,23896,0.52,Ideal,F,IF,61.7,56.0,5.16,5.18,3.19,2393
24440,24441,0.53,Ideal,F,VS1,62.2,55.0,5.17,5.22,3.23,1812
15152,15153,1.21,Very Good,D,VS2,62.6,59.0,6.72,6.79,4.23,8969
4494,4495,0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12,1656
2632,2633,0.6,Fair,E,SI2,66.5,56.0,5.31,5.21,3.5,1033
14286,14287,0.3,Very Good,I,VS1,63.0,53.0,4.26,4.31,2.7,473
25479,25480,0.32,Ideal,E,VS1,59.5,57.0,4.45,4.49,2.66,657
25007,25008,1.09,Very Good,I,SI2,63.8,57.0,6.5,6.55,4.16,4078
7832,7833,0.7,Very Good,I,SI1,59.4,62.0,5.77,5.82,3.44,2058
20772,20773,0.6,Very Good,F,SI1,63.2,57.0,5.39,5.33,3.39,1599
14269,14270,0.52,Ideal,G,VS1,63.0,54.0,5.17,5.12,3.24,1694
145,146,1.02,Premium,H,SI1,60.3,59.0,6.5,6.44,3.9,4558
22851,22852,0.41,Very Good,E,VVS1,59.8,62.0,4.79,4.84,2.88,1057
2033,2034,1.51,Very Good,H,VS1,61.8,59.0,7.27,7.32,4.51,11161
24951,24952,1.51,Very Good,I,SI1,62.2,60.0,7.23,7.3,4.52,8637
1165,1166,1.0,Good,I,VS1,63.7,56.0,6.34,6.32,4.03,5018
11692,11693,0.4,Ideal,D,VS2,61.3,56.0,4.79,4.74,2.92,1050
2050,2051,1.07,Ideal,G,IF,61.5,57.0,6.59,6.54,4.04,9532
20144,20145,0.93,Very Good,J,VS2,61.1,59.0,6.32,6.34,3.87,3180
10816,10817,0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
12676,12677,0.33,Premium,D,VVS2,62.6,56.0,4.47,4.44,2.79,1002
20819,20820,0.31,Very Good,G,SI1,61.9,56.0,4.34,4.38,2.7,462
3430,3431,0.26,Very Good,E,VVS2,59.9,58.0,4.15,4.23,2.51,554
24574,24575,1.57,Ideal,J,VS1,62.1,54.0,7.46,7.49,4.64,9683
25287,25288,1.71,Very Good,I,SI2,,58.0,7.59,7.54,4.74,8896
7069,7070,1.01,Good,D,SI2,63.1,54.0,6.37,6.43,4.04,4260
4361,4362,0.32,Premium,H,VVS2,62.2,58.0,4.38,4.33,2.71,773
10616,10617,1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
18155,18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
19895,19896,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,11574
271,272,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
12984,12985,0.72,Ideal,F,VS1,61.8,56.0,5.72,5.77,3.55,3489
8436,8437,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,15188
18416,18417,1.11,Ideal,D,SI2,62.2,57.0,6.66,6.62,4.12,5501
12316,12317,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
26660,26661,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,3007
9005,9006,1.06,Ideal,E,VS2,61.8,55.0,6.59,6.51,4.05,7788
26525,26526,0.73,Ideal,H,VS2,62.0,54.0,5.79,5.83,3.6,2583
3810,3811,1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93,5775
13919,13920,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,5261
15775,15776,0.3,Premium,I,VS1,59.1,59.0,4.35,4.38,2.58,473
9996,9997,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,15751
4346,4347,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,982
545,546,0.5,Ideal,H,SI2,62.4,55.0,5.09,5.11,3.18,964
19625,19626,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7,16643
8502,8503,0.33,Ideal,G,VVS1,61.5,56.0,4.45,4.46,2.74,868
11713,11714,1.7,Premium,I,VS2,62.2,58.0,7.6,7.65,4.74,11781
15229,15230,1.51,Fair,H,VS1,58.0,67.0,7.63,7.57,4.41,11263
9323,9324,1.06,Very Good,H,SI2,62.4,54.0,6.5,6.54,4.07,4516
13737,13738,0.42,Ideal,G,VVS2,61.7,56.0,4.84,4.88,3.0,1571
26860,26861,0.3,Ideal,E,VS2,61.4,56.0,4.32,4.34,2.66,795
15520,15521,1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,5028
7564,7565,0.72,Premium,D,VS1,62.7,56.0,5.76,5.69,3.59,3601
17304,17305,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,1657
15317,15318,0.3,Premium,D,VVS2,60.7,59.0,4.33,4.34,2.63,741
25787,25788,0.91,Good,E,SI1,60.2,60.0,6.17,6.26,3.74,4523
11779,11780,0.31,Very Good,G,SI1,63.0,58.0,4.3,4.34,2.72,462
6640,6641,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,1819
24078,24079,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
8230,8231,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33,1607
12651,12652,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,4330
23510,23511,1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16,4328
20662,20663,1.5,Ideal,F,VS2,61.4,55.0,7.35,7.44,4.54,14242
2983,2984,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7251
16514,16515,0.73,Ideal,G,VVS1,61.6,56.0,5.76,5.79,3.56,3913
13409,13410,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4826
24364,24365,0.3,Ideal,E,SI1,62.4,57.0,4.27,4.29,2.67,499
2667,2668,0.41,Ideal,F,VS2,60.8,56.0,4.8,4.81,2.92,863
23522,23523,1.26,Premium,F,SI2,61.3,58.0,6.99,6.91,4.26,6657
19607,19608,0.58,Ideal,G,IF,60.9,57.0,5.39,5.46,3.3,2508
9374,9375,0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
24077,24078,0.3,Ideal,F,VS1,62.5,57.0,4.26,4.28,2.67,621
21776,21777,2.21,Premium,J,SI2,62.7,57.0,8.33,8.25,5.2,13642
614,615,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080
19945,19946,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
17850,17851,0.31,Ideal,F,VS2,62.0,56.0,4.39,4.35,2.71,802
4497,4498,0.72,Very Good,F,SI1,63.4,58.0,5.69,5.66,3.6,2670
19426,19427,0.3,Premium,H,VS1,62.0,58.0,4.28,4.24,2.64,675
18803,18804,1.0,Very Good,E,SI2,63.3,58.0,6.35,6.32,4.01,4579
21469,21470,1.0,Very Good,E,SI2,60.7,59.0,6.38,6.44,3.89,4311
3294,3295,1.02,Premium,G,SI1,60.8,58.0,6.5,6.46,3.94,4718
6737,6738,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,2423
1500,1501,0.33,Ideal,D,VS2,62.3,56.0,4.43,4.46,2.77,781
9018,9019,0.38,Premium,D,SI1,58.9,61.0,4.79,4.75,2.81,941
17905,17906,0.9,Very Good,D,SI2,62.5,58.0,6.12,6.16,3.84,3798
25786,25787,0.57,Good,F,VS1,58.3,61.0,5.49,5.54,3.21,1741
15023,15024,0.74,Ideal,E,SI2,61.7,57.0,5.78,5.82,3.58,2501
11122,11123,0.24,Very Good,F,VVS1,60.6,60.0,4.03,4.06,2.45,478
4232,4233,1.2,Good,H,SI1,64.2,60.0,6.68,6.62,4.27,6182
24070,24071,1.01,Ideal,E,SI2,61.1,59.0,6.53,6.47,3.97,4787
8820,8821,0.71,Good,F,SI1,63.9,57.0,5.57,5.61,3.57,2331
4430,4431,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
12045,12046,1.51,Premium,G,VS1,62.6,60.0,7.28,7.19,4.53,14507
16774,16775,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080
26783,26784,0.75,Premium,G,SI2,62.7,58.0,5.82,5.76,3.63,2268
23508,23509,1.22,Very Good,I,SI2,62.9,56.0,6.79,6.84,4.29,5072
22297,22298,1.06,Very Good,F,SI2,61.8,56.4,6.51,6.56,4.04,5258
12182,12183,0.56,Ideal,E,SI1,62.8,58.0,5.31,5.26,3.32,1784
8592,8593,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,1295
4806,4807,0.95,Very Good,E,SI1,61.6,56.0,6.31,6.36,3.9,4738
25561,25562,0.3,Premium,D,SI2,60.9,58.0,4.32,4.29,2.62,574
24622,24623,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1,8358
13849,13850,0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
24428,24429,0.44,Ideal,H,SI1,61.6,56.0,4.87,4.93,3.02,911
25064,25065,0.3,Ideal,J,VVS2,62.0,54.0,4.3,4.34,2.68,413
20377,20378,0.31,Ideal,D,VS1,60.1,57.0,4.39,4.4,2.64,913
11918,11919,0.23,Very Good,E,VVS2,61.9,60.0,3.93,3.96,2.44,505
21771,21772,0.32,Premium,G,VS2,61.1,58.0,4.42,4.45,2.71,561
22993,22994,0.3,Good,G,VS1,63.8,55.0,4.28,4.25,2.72,776
15896,15897,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,2986
5319,5320,0.31,Premium,H,IF,60.8,59.0,4.39,4.36,2.66,949
26757,26758,0.55,Ideal,D,VS1,61.7,55.0,5.25,5.26,3.24,1890
7119,7120,0.44,Very Good,F,SI2,62.8,60.0,4.82,4.86,3.04,648
2421,2422,2.02,Premium,J,VS2,62.0,59.0,8.08,8.06,5.0,13812
21988,21989,0.71,Ideal,E,VVS1,61.9,55.0,5.73,5.77,3.56,4027
1750,1751,1.06,Ideal,H,SI2,60.1,59.0,6.58,6.67,3.98,4516
11344,11345,0.44,Ideal,G,IF,62.2,53.0,4.9,4.94,3.06,1348
19092,19093,0.42,Very Good,E,SI1,63.4,56.0,4.82,4.74,3.03,992
12254,12255,1.01,Premium,G,SI2,61.9,59.0,6.46,6.39,3.98,4327
26592,26593,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
338,339,0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550
24791,24792,0.54,Premium,G,SI2,61.4,59.0,5.21,5.24,3.21,1090
11855,11856,1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,8299
1341,1342,0.3,Very Good,E,VVS1,61.8,56.0,4.29,4.32,2.66,1006
26364,26365,0.75,Very Good,E,SI2,60.9,59.0,5.83,5.9,3.57,2383
24366,24367,2.1,Ideal,J,VS2,61.5,61.0,8.21,8.16,5.03,13462
3640,3641,1.02,Very Good,H,SI2,58.3,61.0,6.57,6.63,3.85,4004
16713,16714,0.93,Very Good,H,SI1,59.3,61.0,6.33,6.39,3.77,3838
21520,21521,0.3,Ideal,F,VS1,62.6,57.0,4.29,4.34,2.7,570
3004,3005,0.38,Ideal,D,SI1,62.2,54.0,4.69,4.65,2.9,1066
6960,6961,1.15,Premium,H,SI1,62.0,58.0,6.77,6.71,4.18,5433
4090,4091,1.25,Ideal,J,VVS2,62.1,56.0,6.81,6.84,4.24,5980
16314,16315,0.91,Very Good,F,SI1,62.2,57.0,6.19,6.25,3.87,4108
18706,18707,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,6822
23051,23052,0.4,Ideal,E,VVS2,61.6,56.0,4.74,4.77,2.93,1145
23393,23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
20581,20582,0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,669
19933,19934,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6762
9650,9651,0.58,Ideal,G,VVS1,61.3,56.0,5.36,5.4,3.3,2256
8363,8364,1.16,Fair,G,SI1,65.9,55.0,6.54,6.51,4.3,4612
20587,20588,1.0,Premium,G,VS2,61.6,58.0,6.43,6.39,3.95,6048
26056,26057,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
12418,12419,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,552
24354,24355,0.31,Ideal,D,VS1,62.0,57.0,4.33,4.35,2.69,673
13350,13351,1.0,Premium,I,VS2,,59.0,6.47,6.39,3.96,4452
25618,25619,1.01,Premium,G,SI1,59.2,59.0,6.52,6.58,3.88,4260
22569,22570,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55,2803
18023,18024,0.45,Good,E,SI1,63.9,57.0,4.86,4.81,3.09,1063
9130,9131,0.76,Very Good,E,IF,61.9,56.0,5.83,5.85,3.62,4798
60,61,0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2,2203
1240,1241,1.01,Ideal,F,VS2,62.0,56.0,6.51,6.46,4.02,6533
22144,22145,0.91,Premium,G,SI1,58.0,59.0,6.45,6.38,3.72,3392
5136,5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
2343,2344,0.35,Ideal,D,VS2,60.6,56.0,4.57,4.54,2.76,1063
15048,15049,0.9,Very Good,F,VS2,63.4,57.0,6.19,6.08,3.89,4637
2120,2121,1.11,Premium,D,SI2,59.9,57.0,6.74,6.72,4.03,5134
1524,1525,1.54,Ideal,J,VS2,61.9,57.0,7.39,7.5,4.6,8275
7617,7618,0.51,Ideal,H,VS1,61.1,56.0,5.11,5.16,3.14,1438
153,154,1.01,Premium,E,SI2,61.6,56.0,6.45,6.4,3.96,4751
14536,14537,0.3,Good,E,SI1,63.8,55.0,4.25,4.28,2.72,526
481,482,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761
6122,6123,0.34,Ideal,G,VS2,62.1,57.0,4.46,4.5,2.78,596
12652,12653,0.53,Very Good,F,VS2,59.2,58.0,5.29,5.31,3.14,1693
24058,24059,0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,1046
23485,23486,1.51,Very Good,G,SI1,63.1,56.0,7.27,7.22,4.57,7585
12112,12113,2.51,Very Good,I,SI2,62.3,57.0,8.69,8.76,5.44,18090
15850,15851,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,982
1762,1763,0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
15826,15827,0.59,Ideal,F,VVS2,62.0,55.0,5.36,5.38,3.33,2611
15507,15508,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02,5002
8942,8943,0.38,Ideal,J,VS2,62.3,55.0,4.63,4.65,2.89,572
7715,7716,1.0,Ideal,F,SI2,61.2,57.0,6.39,6.48,3.94,4372
21792,21793,0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
23863,23864,1.02,Very Good,I,VS2,,59.0,6.57,6.62,3.91,4762
22596,22597,0.3,Very Good,I,SI1,63.3,59.0,4.3,4.23,2.7,506
4853,4854,0.51,Ideal,E,SI1,61.3,55.0,5.17,5.11,3.15,1546
2711,2712,0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787
23150,23151,1.1,Very Good,G,VVS1,61.5,57.0,6.61,6.66,4.08,8020
20534,20535,1.93,Premium,H,VS1,60.5,60.0,7.98,8.06,4.85,16941
17717,17718,0.59,Premium,F,SI1,62.2,60.0,5.37,5.33,3.33,2124
11046,11047,0.27,Very Good,E,VVS2,60.9,58.0,4.14,4.17,2.53,620
24762,24763,0.52,Premium,F,SI1,62.0,59.0,5.18,5.15,3.2,1112
6819,6820,1.06,Good,G,VS1,63.4,57.0,6.45,6.48,4.1,6477
24063,24064,0.42,Ideal,E,VS2,62.3,55.0,4.83,4.77,2.99,1024
21799,21800,0.91,Good,F,SI1,63.7,58.0,6.1,6.17,3.91,3993
20234,20235,1.01,Good,E,SI2,63.3,58.0,6.29,6.35,4.0,4149
24724,24725,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
20508,20509,0.32,Premium,H,VVS2,61.6,55.0,4.44,4.42,2.73,828
13081,13082,2.51,Very Good,E,SI2,63.1,56.0,8.65,8.6,5.44,16717
21874,21875,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79,614
11555,11556,0.26,Ideal,E,VVS2,62.5,55.0,4.09,4.07,2.55,724
21172,21173,0.95,Premium,F,SI1,62.9,59.0,6.24,6.13,3.89,4682
19250,19251,1.0,Premium,H,SI2,61.3,57.0,6.45,6.4,3.94,3584
17770,17771,0.52,Ideal,G,VVS2,61.7,56.0,5.16,5.14,3.18,2012
5941,5942,1.54,Premium,D,VS2,62.7,59.0,7.33,7.29,4.58,16921
3067,3068,1.03,Ideal,F,VVS1,61.3,54.0,6.56,6.62,4.04,9881
25710,25711,0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
3629,3630,0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,848
26249,26250,0.3,Very Good,I,SI1,61.2,58.0,4.28,4.31,2.63,405
24027,24028,0.77,Good,H,SI1,57.2,65.0,6.08,6.02,3.46,2457
3028,3029,1.33,Very Good,H,SI2,63.5,57.0,6.99,6.88,4.4,5586
2969,2970,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,3839
11664,11665,1.01,Good,G,SI1,63.3,59.0,6.24,6.31,3.97,4781
8646,8647,0.31,Ideal,H,VS1,62.6,55.0,4.34,4.38,2.73,544
15156,15157,1.0,Ideal,E,VS2,61.5,55.0,6.47,6.44,3.97,6989
22520,22521,0.7,Fair,G,VS1,68.5,58.0,5.47,5.34,3.7,2250
25774,25775,0.45,Premium,I,SI2,60.1,59.0,4.96,4.92,3.02,830
25185,25186,0.53,Ideal,F,VS1,61.7,56.0,5.2,5.22,3.21,1630
4263,4264,0.3,Very Good,F,IF,62.0,55.0,4.33,4.35,2.69,886
17029,17030,0.38,Ideal,G,SI2,61.7,56.0,4.64,4.67,2.87,587
15646,15647,0.33,Premium,I,SI1,60.4,59.0,4.5,4.54,2.73,434
7992,7993,0.3,Premium,D,VS2,61.9,58.0,4.28,4.32,2.66,710
18458,18459,0.4,Premium,E,SI1,62.8,59.0,4.73,4.7,2.96,907
16725,16726,1.15,Very Good,I,SI2,62.0,58.0,6.69,6.73,4.16,4405
8041,8042,0.42,Ideal,H,VVS2,62.4,56.0,4.8,4.78,2.99,984
15988,15989,0.71,Very Good,J,SI1,63.5,58.0,5.63,5.67,3.59,1917
1622,1623,0.26,Good,D,VS1,58.4,63.0,4.19,4.24,2.46,403
12875,12876,0.5,Good,G,SI1,62.5,64.0,4.93,4.99,3.1,1197
23525,23526,1.0,Good,E,VS2,63.8,58.0,6.31,6.19,3.99,6272
22180,22181,1.01,Premium,G,SI1,61.0,58.0,6.53,6.49,3.97,4808
7184,7185,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4222
24616,24617,1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14,5073
5475,5476,1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,12255
23365,23366,1.65,Ideal,G,VS2,62.2,55.0,7.6,7.57,4.72,9425
16458,16459,0.54,Ideal,E,VS2,61.9,57.0,5.23,5.2,3.23,1847
8996,8997,0.71,Ideal,F,SI1,61.9,56.0,5.69,5.74,3.54,2999
11372,11373,0.72,Very Good,E,VS2,59.8,57.0,5.84,5.89,3.51,3270
8633,8634,0.5,Very Good,F,SI1,63.2,57.0,5.03,5.06,3.19,1220
23193,23194,0.7,Premium,G,VS2,58.1,55.0,5.83,5.8,3.38,2657
18435,18436,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97,6361
18925,18926,0.31,Ideal,G,VS2,62.2,54.0,4.34,4.38,2.71,562
17685,17686,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
22261,22262,1.21,Very Good,H,VS1,62.3,58.0,6.71,6.74,4.19,7246
23752,23753,1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,4274
1304,1305,0.71,Ideal,G,SI1,60.6,56.0,5.76,5.82,3.51,2368
8428,8429,0.9,Premium,I,SI1,62.1,59.0,6.2,6.17,3.84,3468
4033,4034,0.32,Premium,F,VS2,62.1,59.0,4.41,4.35,2.72,828
2599,2600,1.27,Ideal,I,SI1,62.4,56.0,6.95,6.9,4.32,5690
12808,12809,0.9,Good,D,SI2,62.3,58.0,6.05,6.27,3.84,3806
2573,2574,0.43,Ideal,I,VS1,62.4,56.0,4.81,4.84,3.01,1218
3186,3187,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1581
19152,19153,0.77,Ideal,G,VS1,62.2,56.0,5.9,5.85,3.66,3148
4831,4832,0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.14,3.18,1865
20607,20608,0.63,Ideal,E,VS2,60.8,57.0,5.53,5.55,3.37,2513
16086,16087,0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,1893
24557,24558,0.91,Ideal,G,SI1,61.9,56.0,6.22,6.18,3.84,4731
2106,2107,0.9,Ideal,G,SI2,61.2,57.0,6.24,6.28,3.83,3521
19063,19064,0.3,Ideal,I,VVS1,62.1,54.0,4.29,4.31,2.67,540
15517,15518,0.31,Ideal,G,IF,61.6,54.0,4.36,4.4,2.7,853
12880,12881,1.06,Very Good,G,IF,61.2,57.0,6.52,6.56,4.0,8415
17771,17772,0.71,Very Good,D,VS1,62.5,58.0,5.68,5.71,3.56,3333
26538,26539,0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,2846
25525,25526,0.71,Premium,D,VS2,62.1,60.0,5.72,5.68,3.54,2950
22370,22371,0.88,Ideal,I,SI1,62.4,55.0,6.12,6.16,3.83,3264
7083,7084,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841
13192,13193,0.55,Ideal,E,VS1,61.7,55.0,5.29,5.27,3.26,2079
1279,1280,0.4,Premium,F,VVS2,59.4,59.0,4.85,4.78,2.86,1008
13221,13222,0.3,Ideal,H,VVS1,62.3,57.0,4.25,4.28,2.65,650
804,805,0.41,Premium,F,VS1,61.2,57.0,4.8,4.77,2.93,1076
14596,14597,0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24,1050
17939,17940,0.53,Ideal,F,VVS2,61.6,55.0,5.21,5.24,3.22,2131
20875,20876,0.38,Premium,J,SI1,61.3,59.0,4.62,4.68,2.85,513
11382,11383,0.47,Premium,H,VS1,60.3,61.0,5.05,5.04,3.04,1244
4566,4567,0.31,Ideal,E,VS1,61.6,55.0,4.37,4.39,2.7,871
26532,26533,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,994
15358,15359,2.01,Very Good,I,VS1,64.4,56.0,7.84,7.9,5.07,16811
4841,4842,0.25,Ideal,H,VS1,61.9,54.0,4.07,4.1,2.53,426
19978,19979,0.34,Ideal,H,VS2,62.2,56.0,4.48,4.53,2.8,537
22419,22420,0.32,Ideal,G,VS1,62.3,54.0,4.37,4.39,2.73,645
23236,23237,0.3,Ideal,F,VS1,61.9,56.0,4.3,4.32,2.67,612
10112,10113,1.01,Premium,G,SI1,59.6,61.0,6.52,6.47,3.87,4672
8705,8706,0.32,Ideal,G,VVS2,62.4,54.0,4.37,4.38,2.73,730
20561,20562,0.9,Premium,G,SI1,60.6,61.0,6.21,6.16,3.75,3774
17692,17693,0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,391
13859,13860,0.4,Premium,E,VS1,62.4,54.0,4.75,4.71,2.95,1125
9106,9107,0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871
3452,3453,1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,5556
20079,20080,1.52,Very Good,F,SI2,62.3,59.0,7.33,7.37,4.58,8192
20626,20627,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18,7196
2198,2199,0.5,Ideal,F,VVS1,62.6,53.1,5.08,5.11,3.19,2145
16032,16033,0.9,Very Good,F,VS1,62.4,59.0,6.1,6.15,3.82,4961
25350,25351,0.41,Premium,E,SI1,61.0,59.0,4.78,4.82,2.93,755
4425,4426,1.53,Ideal,D,SI1,61.2,56.0,7.48,7.45,4.57,13714
6150,6151,0.7,Good,F,VS1,64.0,57.0,5.62,5.54,3.57,2441
14289,14290,0.91,Premium,F,SI2,61.0,51.0,6.24,6.21,3.8,3546
17327,17328,0.51,Ideal,G,IF,62.9,58.0,5.07,5.11,3.2,2146
822,823,0.3,Very Good,G,VVS2,62.1,59.0,4.23,4.27,2.64,684
15070,15071,0.91,Ideal,F,SI1,62.3,56.0,6.16,6.19,3.85,4267
21389,21390,1.56,Good,I,VS2,57.2,62.0,7.66,7.72,4.4,9609
22996,22997,0.74,Premium,D,VS2,59.3,60.0,5.89,5.91,3.5,3353
8356,8357,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2332
22003,22004,0.35,Ideal,I,IF,61.1,56.0,4.56,4.6,2.8,715
20931,20932,2.31,Premium,H,SI2,62.1,58.0,8.55,8.47,5.29,12269
12175,12176,0.56,Ideal,F,VS2,62.0,56.0,5.27,5.31,3.28,1664
18922,18923,0.43,Ideal,G,VVS2,61.4,55.0,4.88,4.83,2.98,1129
15149,15150,1.5,Very Good,I,SI2,63.2,52.0,7.28,7.24,4.59,6115
9503,9504,0.64,Premium,D,SI2,62.8,54.0,5.52,5.5,3.46,1751
21591,21592,1.53,Very Good,H,SI1,61.0,61.0,7.4,7.45,4.53,10468
